Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2013-10-02,2,October,2013,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,26,18,44
2013-10-02,2,October,2013,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,58,40,98
2015-10-02,2,October,2015,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29
2015-10-02,2,October,2015,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,61,42,103
2013-11-03,3,November,2013,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,46,32,78
2013-11-03,3,November,2013,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20
2015-11-03,3,November,2015,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,52,36,88
2015-11-03,3,November,2015,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25
2013-11-08,8,November,2013,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,6,4,10
2013-11-08,8,November,2013,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29
2015-11-08,8,November,2015,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
2015-11-08,8,November,2015,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20
2013-12-23,23,December,2013,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,73,50,123
2013-12-23,23,December,2013,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,41,28,69
2015-12-23,23,December,2015,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,70,48,118
2015-12-23,23,December,2015,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,35,24,59
2014-03-01,1,March,2014,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,32,22,54
2014-03-01,1,March,2014,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,32,22,54
2016-03-01,1,March,2016,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,29,20,49
2016-03-01,1,March,2016,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,26,18,44
2014-03-05,5,March,2014,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34
2014-03-05,5,March,2014,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,55,38,93
2016-03-05,5,March,2016,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25
2016-03-05,5,March,2016,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,49,34,83
2014-03-14,14,March,2014,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,67,46,113
2014-03-14,14,March,2014,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,58,40,98
2016-03-14,14,March,2016,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,64,44,108
2016-03-14,14,March,2016,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,49,34,83
2014-03-30,30,March,2014,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,67,46,113
2014-03-30,30,March,2014,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25
2016-03-30,30,March,2016,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,70,48,118
2016-03-30,30,March,2016,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34
2014-04-14,14,April,2014,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,61,42,103
2014-04-14,14,April,2014,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,38,26,64
2016-04-14,14,April,2016,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,58,40,98
2016-04-14,14,April,2016,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,29,20,49
2014-05-16,16,May,2014,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,67,46,113
2016-05-16,16,May,2016,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,61,42,103
2014-05-30,30,May,2014,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,70,48,118
2014-05-30,30,May,2014,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,55,38,93
2016-05-30,30,May,2016,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,67,46,113
2016-05-30,30,May,2016,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,61,42,103
2013-08-19,19,August,2013,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,48,50,98
2013-08-19,19,August,2013,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,30,32,62
2015-08-19,19,August,2015,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,51,54,105
2015-08-19,19,August,2015,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,34,36,70
2013-09-18,18,September,2013,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,13,14,27
2015-09-18,18,September,2015,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,11,12,23
2014-02-02,2,February,2014,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,53,56,109
2014-02-02,2,February,2014,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,21,22,43
2016-02-02,2,February,2016,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,57,60,117
2016-02-02,2,February,2016,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,23,24,47
2014-03-25,25,March,2014,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
2016-03-25,25,March,2016,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
2014-04-17,17,April,2014,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,55,58,113
2016-04-17,17,April,2016,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,55,58,113
2014-05-13,13,May,2014,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,42,44,86
2016-05-13,13,May,2016,44,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,42,44,86
2014-02-01,1,February,2014,42,Adults (35-64),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,49,40,89
2014-02-01,1,February,2014,42,Adults (35-64),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
2016-02-01,1,February,2016,42,Adults (35-64),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,44,36,80
2016-02-01,1,February,2016,42,Adults (35-64),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
2014-01-24,24,January,2014,43,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,71,60,131
2016-01-24,24,January,2016,43,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,32,2,5,75,64,139
2014-02-07,7,February,2014,43,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,56,48,104
2016-02-07,7,February,2016,43,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,56,48,104
2014-01-30,30,January,2014,53,Adults (35-64),F,Germany,Hamburg,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,21,16,37
2014-01-30,30,January,2014,53,Adults (35-64),F,Germany,Hamburg,Accessories,Bottles and Cages,Mountain Bottle Cage,9,4,10,48,36,84
2016-01-30,30,January,2016,53,Adults (35-64),F,Germany,Hamburg,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,21,16,37
2016-01-30,30,January,2016,53,Adults (35-64),F,Germany,Hamburg,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,42,32,74
2014-01-20,20,January,2014,44,Adults (35-64),M,Germany,Bayern,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,47,24,71
2014-01-20,20,January,2014,44,Adults (35-64),M,Germany,Bayern,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,59,30,89
2016-01-20,20,January,2016,44,Adults (35-64),M,Germany,Bayern,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,47,24,71
2016-01-20,20,January,2016,44,Adults (35-64),M,Germany,Bayern,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,59,30,89
2014-07-15,15,July,2014,43,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,80,60,140
2014-07-15,15,July,2014,43,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,11,8,19
2016-07-15,15,July,2016,43,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,90,68,158
2016-07-15,15,July,2016,43,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,11,8,19
2014-03-02,2,March,2014,46,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,27,20,47
2016-03-02,2,March,2016,46,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,21,16,37
2014-03-11,11,March,2014,46,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,45,34,79
2016-03-11,11,March,2016,46,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,42,32,74
2014-03-30,30,March,2014,47,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,14,12,26
2014-03-30,30,March,2014,47,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,66,56,122
2016-03-30,30,March,2016,47,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,14,12,26
2016-03-30,30,March,2016,47,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,71,60,131
2014-02-14,14,February,2014,48,Adults (35-64),M,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,59,56,115
2016-02-14,14,February,2016,48,Adults (35-64),M,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,55,52,107
2014-02-03,3,February,2014,48,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9,63,39,102
2014-02-03,3,February,2014,48,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,7,3,9,34,21,55
2016-02-03,3,February,2016,48,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,58,36,94
2016-02-03,3,February,2016,48,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,7,3,9,34,21,55
2014-02-20,20,February,2014,48,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,6,3,9,29,18,47
2014-02-20,20,February,2014,48,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,53,33,86
2016-02-20,20,February,2016,48,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,6,3,9,29,18,47
2016-02-20,20,February,2016,48,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,58,36,94
2013-11-19,19,November,2013,49,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,6,6,12
2015-11-19,19,November,2015,49,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,8,8,16
2013-09-23,23,September,2013,49,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,29,4,10,162,116,278
2013-09-23,23,September,2013,49,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,10,4,10,56,40,96
2015-09-23,23,September,2015,49,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,28,4,10,157,112,269
2015-09-23,23,September,2015,49,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,10,4,10,56,40,96
2014-05-03,3,May,2014,49,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,45,32,77
2014-05-03,3,May,2014,49,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,146,104,250
2016-05-03,3,May,2016,49,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,45,32,77
2016-05-03,3,May,2016,49,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,24,4,10,134,96,230
2014-03-26,26,March,2014,27,Young Adults (25-34),M,Australia,Tasmania,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,74,72,146
2014-03-26,26,March,2014,27,Young Adults (25-34),M,Australia,Tasmania,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,57,56,113
2016-03-26,26,March,2016,27,Young Adults (25-34),M,Australia,Tasmania,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,66,64,130
2016-03-26,26,March,2016,27,Young Adults (25-34),M,Australia,Tasmania,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,53,52,105
2013-08-08,8,August,2013,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,46,40,86
2013-08-08,8,August,2013,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
2015-08-08,8,August,2015,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,51,44,95
2015-08-08,8,August,2015,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
2013-08-29,29,August,2013,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,18,16,34
2015-08-29,29,August,2015,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,21,18,39
2013-09-21,21,September,2013,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
2015-09-21,21,September,2015,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
2013-12-04,4,December,2013,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,53,46,99
2013-12-04,4,December,2013,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,14,12,26
2015-12-04,4,December,2015,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,51,44,95
2015-12-04,4,December,2015,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,14,12,26
2013-12-27,27,December,2013,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,58,50,108
2015-12-27,27,December,2015,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,53,46,99
2014-06-19,19,June,2014,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65
2014-06-19,19,June,2014,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65
2016-06-19,19,June,2016,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65
2016-06-19,19,June,2016,33,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,30,26,56
2013-08-05,5,August,2013,39,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,37,32,69
2015-08-05,5,August,2015,39,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65
2013-12-18,18,December,2013,39,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,55,48,103
2013-12-18,18,December,2013,39,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,16,14,30
2015-12-18,18,December,2015,39,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,60,52,112
2015-12-18,18,December,2015,39,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
2014-06-16,16,June,2014,39,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,62,54,116
2016-06-16,16,June,2016,39,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,55,48,103
2013-08-04,4,August,2013,68,Seniors (64+),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,23,24,47
2015-08-04,4,August,2015,68,Seniors (64+),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,17,18,35
2014-02-13,13,February,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
2016-02-13,13,February,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,7,6,13
2014-02-24,24,February,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,16,14,30
2014-02-24,24,February,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
2016-02-24,24,February,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,16,14,30
2016-02-24,24,February,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
2014-03-18,18,March,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57
2014-03-18,18,March,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48
2016-03-18,18,March,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61
2016-03-18,18,March,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
2014-04-07,7,April,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
2014-04-07,7,April,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,19,16,35
2016-04-07,7,April,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,49,42,91
2016-04-07,7,April,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,21,18,39
2014-04-15,15,April,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,19,16,35
2016-04-15,15,April,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
2014-05-01,1,May,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61
2016-05-01,1,May,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48
2014-05-07,7,May,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48
2014-05-07,7,May,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57
2014-05-07,7,May,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,68,58,126
2016-05-07,7,May,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,21,18,39
2016-05-07,7,May,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
2016-05-07,7,May,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,63,54,117
2014-06-06,6,June,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
2016-06-06,6,June,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
2014-06-12,12,June,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
2014-06-12,12,June,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
2016-06-12,12,June,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48
2016-06-12,12,June,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
2014-06-28,28,June,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
2014-06-28,28,June,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,59,50,109
2016-06-28,28,June,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57
2016-06-28,28,June,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,59,50,109
2014-07-08,8,July,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,47,40,87
2016-07-08,8,July,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,52,44,96
2014-04-28,28,April,2014,34,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,57,52,109
2014-04-28,28,April,2014,34,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,44,40,84
2016-04-28,28,April,2016,34,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,59,54,113
2016-04-28,28,April,2016,34,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,40,36,76
2014-05-24,24,May,2014,34,Young Adults (25-34),F,Australia,South Australia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,29,28,57
2014-05-24,24,May,2014,34,Young Adults (25-34),F,Australia,South Australia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,42,40,82
2016-05-24,24,May,2016,34,Young Adults (25-34),F,Australia,South Australia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,25,24,49
2016-05-24,24,May,2016,34,Young Adults (25-34),F,Australia,South Australia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,38,36,74
2014-01-31,31,January,2014,34,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,55,56,111
2016-01-31,31,January,2016,34,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,51,52,103
2014-04-02,2,April,2014,34,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,31,32,63
2014-04-02,2,April,2014,34,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,51,52,103
